sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
The inversions would be 3 loops and one 360 roll the loops would all be different sizes.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The first loop would be right after the drop and it would be 3.50m tall and wide.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
After that there would be a hill that leads into a second loop that is 2.60m tall and wide.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
There would be a turn after that and on that turn there would be a 360 degree roll.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then there would be one last loop that is 2.00m tall and wide and then the ride would be over.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The car mass would be 60kg because the more mass you have the more speed you will have.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The mass affects the PE and the PE affects the KE because when moving down a drop all of the PE will turn into KE.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The more mass you have the more PE you will have which makes the ride faster.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
E1R: I think that my design would be the most enjoyable ride for your park.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
You gain speed by turning the KE into PE and then the PE will turn back into KE giving you speed this speed will carry you through the next inversion.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The PE at the top of the hill was 2934 and as it moved down the hill all of that energy transferred into KE you can see this because at the bottom of the hill the KE was 2932 while the PE was 2.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The PE at the top of the drop affects the amount of KE and TE you will have.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The TE effects whether you will make it through the ride.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For example your PE and KE at the top and bottom of the drop must be greater than your PE and KE at the top and bottom of the hill if it is not you will not make it over the the hill.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is all possible because of TE.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The PE at the top of the hill was 2934 and as it moved down the hill all of that energy transferred into KE you can see this because at the bottom of the hill the KE was 2932 while the PE was 2.,P5_04_20_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
The law conservation of energy plays into roller coasters because the energy always has to go somewhere and this rule applies when PE turns into KE.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For example in my data trials the PE at the top of the hill was 2934 but at the bottom of the hill it was 2 and the KE was 2932 so this proves that the energy was transferred and didn't get destroyed it also proves that energy can't be created.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
E1: To the Gonzales family.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is the Angle roller coaster company, and im going to tell you about the coolest roller coaster ever.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I will explain the science behind it and what there will be(hills and drop height, plus the mass of the coaster).",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The initial drop will be at 50 meters because it will get a lot PE that will turn into KE for really fast speeds.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The more PE there is the more KE there will be, I know this because in one of my test the amount of PE on the top of initial drop was 1956, and the amount of KE at the bottom of drop was 1954.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This means the PE transfers to KE when the roller coaster is going down the initial drop.,P5_07_03_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I am going to add 2 hill, one will be 43 meters and the other 39 meters.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The hills have to be below the height of the initial drop because if the hills are higher or the same of the initial drop, the coaster will not make it over the hill.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
This is because in one of my tests I had the hill at 5 meters and the initial drop at 5 meters.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The coaster did not make it over the hill because the hill and drop were the same height.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I want the hills to be 40 meters because they are tall but not tall enough for the coaster to make it over.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The reason I want them tall is because the higher the hill, the more PE.",P5_07_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"On my 4th test it shows that the hill height is 4.10 meters, and has a PE of 2014 at the top of the hill.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My third test has a height of 2 meters and has a PE if 981.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that the higher the hill, the more PE which also means more KE as explain previously.",P5_07_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Also, the mass of the roller coaster has to be above 55 kg or more.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The mass of the roller coaster (in kg) effects the amount of total energy.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
If the coaster has a higher mass the more energy.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"This has been proven from my 3nd and 4th tests in Mass & Energy data, the mass in the third was 60 kg and had a total energy of 2934.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The 4th test had 55 kg of mass and had the total energy of 2690.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This shows that the more mass the more total energy.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"With these amazing features and that it will go fast, this is the best roller coaster.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I have put a lot of thought into this and hope these recommendations will be helpful.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Sincerely the Angle company.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: To the Gonzales family.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is the Angle roller coaster company, and im going to tell you about the coolest rollercoaster ever.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The initial drop will be at 50 meters because the height of the initial drop affects the amount of energy, the higher the height the more the energy.",P5_07_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I know this because in my tests I found out that an initial drop with 2 meters has 977 PE.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
While a height of 4.62 meters has 2255 PE.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This shows that the height of the initial drop affects the amount of energy.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The more PE there is the more KE there will be.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I know this because in one of my tests the amount of PE on the top of the initial drop was 1956, and the amount of KE at the bottom was 1954.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This means the PE transfers to KE when the roller coaster is going down the initial drop, also called energy transformation.",P5_07_03_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
I also found that the total energy changed even when the PE changed to KE.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In one of my many tests the PE was 1785 at the top (the same as the TE) of the initial drop and 1784 at the bottom of the initial drop, which was also the same as the TE.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The amount of PE at the top of the initial drop will be the same amount of KE at the bottom, during this process the amount of TE stays the same.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This proves that the amount of TE does not change.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The law of conservation of energy also proves this.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"The law of conservation of energy says that “the amount of energy is neither created nor destroyed.""",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This proves that the TE will stay the same.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I am going to add 2 hills, one will be 43 meters and the other 39 meters.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The hills have to be below the height of the initial drop because if the hills are higher or the same height of the initial drop, the coaster will not make it over the hill.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"The reason I want them tall is because the higher the hill, the more PE.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My third test has a height of 2 meters and has a PE of 981.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that the higher the hill, the more PE which also means more KE as explained previously.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The mass of the roller coaster (in kg) affects the amount of total energy.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
If the coaster has a higher mass it will have more energy.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
The 4th test had 55 kg of mass and had a total energy of 2690.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This shows that the amount of mass affects the amount of energy.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: Dear Gondolas Family Some co-workers and I plan on trying to help you make a roller coaster ride for your park we found some things to help that I will tell you in the next few paragraphs.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We think that the smiler would be a great addition to your park.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We have tested a few things and the first thing I would like to discuss is the height that I think is best for your roller coaster.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So we can make this ride the best ride for the riders we should make the height for the initial drop 5.00.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The initial drop should be 5.00 because the PE at the top of the drop was enough to let it get over hills for example the PE at the top was 2443 and at the bottom KE was at 0.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This shows that we will have enough energy to send the cart at fast speeds.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Another thing we should discuss is the height of the hill I think the height of the hill should be 3.00.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I think it should be 3.00 because it is low enough that we have enough KE to get over the hill.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We have 518 KE at the bottom of the hill which will go down the more we go up and go up the more we go down so it's enough to help us get over the hill.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
But make sure that your hill is smaller than your drop or you won be able to make it over.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
The last thing I think we should discuss is the mass of the cart.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We should have the mass of the cart at 50.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The cart should be at 50 because the bigger the mass of the cart the faster we go.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The cart's PE at the top of the drop was 1566 and the KE at the bottom of the drop was 1952.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So I think we should have it at 50 because then it's the perfect weight to get the cart to go fast and still get over the hills.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In conclusion, I think you should the Smiler to your park.",P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Because it has the perfect hill height to give riders that thrill.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It has the drop at the start to get the roller coaster moving.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And it has the perfect mass of the cart to give the riders the feeling that they are going fast.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: Dear Gondolas Family Some co-workers and I plan on trying to help you make a roller coaster ride for your park we found some things to help that I will tell you in the next few paragraphs.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: Dear Gonzales family, you have requested a roller coaster, and I have the best one for you.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"See, for a roller coaster to be exiting and reach the end, it will first need an initial drop hight, the best hight found, was 4.00 meters.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"It will also need a hill to make it exiting, but the hill will need to be a lower hight than the initial drop hight to ensure that the cart makes it to the end of the ride.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
I found in the simulation that 3.75 meters is the best option.,P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The higher the initial drop hight, the more PE it will have at the top, then the energy will transfer into KE at the bottom because energy cant be created or destroyed, only transfered.",P6_07_11_22-23,E1,acceptable,acceptable,unacceptable,acceptable,unacceptable,unacceptable
"But in the end, there will still be the same amount of total energy.",P6_07_11_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"At 4.00 meters, my roller coaster will have 1958 J total energy.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The hill will be 3.75 meters, this ensures that the car will make it to the end because it is a lower hight than",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
the initial drop.,P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The energy gets distributed throuout the ride and at the top of the hill, the car will have 1844 J PE and KE but then at the end there was only KE left.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This would not have worked if the hill was 4.52 meters because there would be 1960 J PE at the top of the hill, thien it will go back to the beginning of the ride, because it is too tall of a hill.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If the car is much heavier, it will have a lot of energy, but it wont have as much if it is light.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The best mass for the cart, is 50 kg this made it so the total energy was 1951 J.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If the cart had less mass, it would not have as much energy, for example, a cart with a mass of 43 kg had 1701 J total energy.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
This does not effect how the energy gets transfered from PE to KE at all.,P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I hope you feel that my evidence on how hight of initial drop, hight of the hill, and mass effects the energy, and weather or not the car will make it to the end, has convinced you to chose my roller coaster design.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: Dear Gonzales family, you have requested a roller coaster, and I have the best one for you.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But no mater where the cart is on the ride, the PE plus KE will always equal the total energy.",P6_07_11_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"The energy gets distributed throuout the ride and at the top of the hill, the car will have 1844 J PE and KE but then at the end there was only KE left and no PE.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This would not have worked if the hill was 4.52 meters because there would be 1960 J PE at the top of the hill, then it will go back to the beginning of the ride, because it is too tall of a hill.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It would also not get to the end if the hill was the same hight as the initial drop.,P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If the car is much heavier, it will have a lot of energy, but it wont have as much if it is light.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"If the cart had less mass, it would not have as much energy, for example, a cart with a mass of 43 kg had 1701 J total energy.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: One recommendation I have for the roller coaster is to have the initial drop at 5 meters.,P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This height is the best option because it would have the most potential energy to keep the ride going for as long as possible.,P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When I had my initial drop height at 3 meters, the PE at the top of the drop was 1466 Joules.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When I increased the height to 5 meters, the PE increased to 2443 Joules.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because the more height an object has, the more potential energy it has.",P1_01_17_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the bottom of the initial drop at 5 meters, the KE was 2442 Joules.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My PE was 1 Joule.,P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because at the bottom of the drop is when the car is moving the fastest, so the KE is the highest at that point.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The PE is only 1 Joule because it is barely off the ground at that point.,P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The total energy stayed at 2443 Joules.,P1_01_17_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"It is at that because the Law of Conservation of Energy states that energy can not be created or destroyed, but it can convert between different types of energy.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"In a frictionless roller coaster, the energy is constantly changing from PE to KE depending on the height and motion of the car.",P1_01_17_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
Another recommendation I have for the roller coaster is to have the hill height lower than the initial drop height.,P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"If the hill height is the same as or greater than the initial drop height, then the car won't have enough total energy to continue the ride.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When I had the initial drop height at 5 meters, and the hill height also at 5 meters, the car did not make it to the end of the ride.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If we had the initial drop at 5 meters, then a good hill height would be 4.5 meters.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At this height, it's short enough to continue on the ride, but it's tall enough to be a fun ride.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The reason it would be more fun is that it would have more PE, and therefore would convert to more KE at the bottom of the hill and move faster.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
One last recommendation I have is to have the mass of the car somewhere between 50 and 60 kilograms.,P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I recommend this because the more mass an object has, the more PE it has.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"That makes for a fun and safe ride because when it converts to KE, it will continue throughout the ride and move faster than a car with less mass would.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, when I had a mass of 40 kilograms, the total energy was 1956 Joules.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When I increased the mass to 50 kilograms, the total energy increased to 2934 Joules.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
These are all of the recommendations I have for the new roller coaster.,P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: One recommendation I have for the roller coaster is to have the initial drop at 5 meters.,P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In a frictionless roller coaster, the energy is constantly changing from PE to KE depending on the height and motion of the car.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that the relationship between PE and KE is that as the car moves down the hill, the PE energy converts to KE.",P1_01_17_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"It also shows that the total energy will always stay the same, even while PE and KE are constantly converting into each other.",P1_01_17_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"If the hill height is the same as or greater than the initial drop height, the car won't have enough energy to continue the ride.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When I had the initial drop height at 5 meters, and the hill height at 5 meters, the car did not make it to the end of the ride.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: Dear Gonzales family,",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I am writing today about why my rollercoaster is the better design.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The reason for this assumption is that I have found many ways to make this rollercoaster the most fun, safe and can make it to the end of the track.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I will start to talk about the Initial drop and hill heights.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The initial drop has to be higher than the hill height because the rollercoaster will not make it over the hill if they are the same.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
I tested this by making the initial drop height 5m tall and the hill height also being 5m tall.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the rollercoaster started at the top of the initial drop, it had 2449J of Potential Energy and 0J of Kinetic Energy.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Once the cars dropped down the hill, the carts used all of the Potential Energy and made it up to the top of the hill.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Once the car was at the top of the hill, all of its Kinetic energy was forced back into Potential energy and was left with no more Kinetic energy to keep moving over the hill.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
That experiment shows that the hill height has to be lower than the Initial drop height otherwise the cars will not get over the hill.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The relationship between KE, PE, and total energy will affect everyone's ride when they are on the rollercoaster.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The Law of Conservation of Energy is: Energy can not be created or destroyed.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"The higher the initial drop is, the more energy you will have, and based on the mass of the car, the faster it will go.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"What I mean by that is when the Energy is higher and the Mass is higher, the cars will move faster on the track.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I also tested this out by having a starting initial drop height of 5m, the amount of total energy is 2938J, and the mass of the car is 60kg.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This was the biggest mass I was able to test.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When I tested the smaller mass of 40kg, and an initial drop of 5m tall, the total energy was only able to get up to 1959J.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This can show us that the rollercoaster cars should have a bigger mass for the rollercoaster to be faster.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
One more thing I have been watching is how the energy is able to change from PE to KE.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the rollercoaster starts up higher it will have more PE at the top and more total energy all together.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Once the cars start to move down the initial drop, the PE will get lower and will turn into KE which will get higher.",P5_03_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The reason for that is because once the cars start to move, the KE will get higher because it's in motion.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the cars start to up the hill, the KE will get lower and the PE will get higher.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The reason for this is because its gaining more energy when going up the hill so the KE will turn into PE.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I hope you will conseder my options and all the tests I took to find the best option for your future rollercoaster.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: Dear Gonzales family,",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When energy cannot be created or destroyed, the energy continues to switch from PE to KE.",P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
